"entityA","entityB","Y"
"51254:mimic3","PNNA:ehop","True"
"50863:mimic3","PAL:ehop","True"
"51245:mimic3","CD3CD8:ehop","True"
"51221:mimic3","HTE_OBR:ehop","True"
"51221:mimic3","HTE:ehop","True"
"51221:mimic3","HT:ehop","True"
"50971:mimic3","K:ehop","True"
"50971:mimic3","KE:ehop","True"
"50971:mimic3","KH:ehop","True"
"50971:mimic3","KI:ehop","True"
"51097:mimic3","KU:ehop","True"
"51097:mimic3","K24:ehop","True"
"50822:mimic3","KV:ehop","True"
"50822:mimic3","KC:ehop","True"
"50822:mimic3","KR:ehop","True"
"50882:mimic3","BICAV:ehop","True"
"50882:mimic3","BICAA:ehop","True"
"50882:mimic3","BICAC:ehop","True"
"50882:mimic3","BICAI:ehop","True"
"50882:mimic3","BICAR:ehop","True"
"50882:mimic3","BICARV:ehop","True"
"50882:mimic3","BICARC:ehop","True"
"50882:mimic3","BICACA:ehop","True"
"50882:mimic3","BICAT:ehop","True"
"51265:mimic3","NPLAQ:ehop","True"
"51301:mimic3","LEUCO:ehop","True"
"51301:mimic3","LEUCC:ehop","True"
"51222:mimic3","HBT:ehop","True"
"51222:mimic3","HHB:ehop","True"
"51222:mimic3","HBTR:ehop","True"
"50809:mimic3","GLUR:ehop","True"
"50809:mimic3","GLUC:ehop","True"
"51249:mimic3","CCMH:ehop","True"
"51279:mimic3","ERYTH:ehop","True"
"51248:mimic3","TCMH:ehop","True"
"50802:mimic3","BEA:ehop","True"
"50802:mimic3","BEGD:ehop","True"
"50802:mimic3","BEV:ehop","True"
"50802:mimic3","BER:ehop","True"
"50802:mimic3","BERV:ehop","True"
"50802:mimic3","BEC:ehop","True"
"50802:mimic3","BEAI:ehop","True"
"50802:mimic3","BERC:ehop","True"
"50821:mimic3","PO2A:ehop","True"
"50821:mimic3","P02GD:ehop","True"
"50821:mimic3","PO2R:ehop","True"
"50818:mimic3","PCO2RV:ehop","True"
"50818:mimic3","PCO2A:ehop","True"
"50818:mimic3","PCO2R:ehop","True"
"50818:mimic3","PCO2I:ehop","True"
"50818:mimic3","PCO2V:ehop","True"
"50818:mimic3","PCO2CV:ehop","True"
"50818:mimic3","PCO2T:ehop","True"
"50818:mimic3","PCO2GD:ehop","True"
"50818:mimic3","PCO2C:ehop","True"
"51237:mimic3","INR:ehop","True"
"51237:mimic3","INR2:ehop","True"
"51274:mimic3","TQM2:ehop","True"
"51274:mimic3","TQM:ehop","True"
"50808:mimic3","CAIR:ehop","True"
"50808:mimic3","CAISR:ehop","True"
"50808:mimic3","CAI:ehop","True"
"50808:mimic3","CAIS:ehop","True"
"50885:mimic3","BILIC:ehop","True"
"50813:mimic3","LACTC:ehop","True"
"50813:mimic3","LACTI:ehop","True"
"50813:mimic3","LACTR:ehop","True"
"50813:mimic3","LACTT:ehop","True"
"50813:mimic3","LACES:ehop","True"
"50817:mimic3","SO2A:ehop","True"
"50817:mimic3","SO2R:ehop","True"
"50817:mimic3","SO2MA:ehop","True"
"50817:mimic3","SO2MR:ehop","True"
"50817:mimic3","SO2T:ehop","True"
"51256:mimic3","PNEUT:ehop","True"
"51245:mimic3","LY:ehop","True"
"51245:mimic3","LYMCMF:ehop","True"
"51245:mimic3","LYP:ehop","True"
"51254:mimic3","MMONO:ehop","True"
"51254:mimic3","MONOAP:ehop","True"
"51254:mimic3","MONCMF:ehop","True"
"51254:mimic3","MONO:ehop","True"
"51200:mimic3","PNE:ehop","True"
"51200:mimic3","PNEP:ehop","True"
"51146:mimic3","PNB:ehop","True"
"51491:mimic3","PHU:ehop","True"
"51498:mimic3","DENSU:ehop","True"
"50810:mimic3","HT:ehop","True"
"50810:mimic3","HTR:ehop","True"
"50810:mimic3","HTE:ehop","True"
"50810:mimic3","HTMG:ehop","True"
"50811:mimic3","HBTR:ehop","True"
"50811:mimic3","HBT:ehop","True"
"50811:mimic3","HHB:ehop","True"
"50956:mimic3","LIPA:ehop","True"
"50867:mimic3","AMY:ehop","True"
"50867:mimic3","AMYTOT:ehop","True"
"51251:mimic3","PMYELA:ehop","True"
"51082:mimic3","CREAU::ehop","True"
"51082:mimic3","CREEND::ehop","True"
"51100:mimic3","NAU:ehop","True"
"50908:mimic3","CREUOM:ehop","True"
"50908:mimic3","CREUMM:ehop","True"
"51093:mimic3","OSMOU:ehop","True"
"50952:mimic3","FE:ehop","True"
"50924:mimic3","FERB:ehop","True"
"50924:mimic3","FER:ehop","True"
"50852:mimic3","HBGL:ehop","True"
"50852:mimic3","HBGP:ehop","True"
"50852:mimic3","HBGF:ehop","True"
"50909:mimic3","CORURG:ehop","True"
"50909:mimic3","CORTI:ehop","True"
"51002:mimic3","TROPUS:ehop","True"
"51283:mimic3","RETIC:ehop","True"
"51078:mimic3","CLU:ehop","True"
"50803:mimic3","BICAV:ehop","True"
"50803:mimic3","BICAA:ehop","True"
"50803:mimic3","BICAC:ehop","True"
"50803:mimic3","BICAI:ehop","True"
"50803:mimic3","BICAR:ehop","True"
"50803:mimic3","BICARV:ehop","True"
"50803:mimic3","BICARC:ehop","True"
"50803:mimic3","BICACA:ehop","True"
"50803:mimic3","BICAT:ehop","True"
"50917:mimic3","DIGOX:ehop","True"
"50930:mimic3","A1GLO:ehop","True"
"50930:mimic3","A1GL:ehop","True"
"50963:mimic3","NTPBNP:ehop","True"
"50889:mimic3","CRPS:ehop","True"
"50889:mimic3","CRP:ehop","True"
"50929:mimic3","GENTA2:ehop","True"
"51351:mimic3","LLY:ehop","True"
"51355:mimic3","MONOC:ehop","True"
